Symbol,Name,Sector,industry,Exchange
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),Public Utilities,Electric Utilities: Central,NYSE
EDNT,"Edison Nation, Inc.",Consumer Non-Durables,Recreational Products/Toys,NASDAQ
EDRY,EuroDry Ltd.,Consumer Services,Marine Transportation,NASDAQ
EDTX,EdtechX Holdings Acquisition Corp.,Finance,Business Services,NASDAQ
EDTXU,EdtechX Holdings Acquisition Corp.,Finance,Business Services,NASDAQ
EDTXW,EdtechX Holdings Acquisition Corp.,Finance,Business Services,NASDAQ
EDU,"New Oriental Education & Technology Group, Inc.",Consumer Services,Other Consumer Services,NYSE
EDUC,Educational Development Corporation,Consumer Durables,Consumer Specialties,NASDAQ
EE,El Paso Electric Company,Public Utilities,Electric Utilities: Central,NYSE
EEFT,"Euronet Worldwide, Inc.",Finance,Investment Bankers/Brokers/Service,NASDAQ
EEI,"Ecology and Environment, Inc.",Consumer Services,Military/Government/Technical,NASDAQ
EEX,"Emerald Expositions Events, Inc.",Miscellaneous,Business Services,NYSE
EFBI,"Eagle Financial Bancorp, Inc.",Finance,Savings Institutions,NASDAQ
EFC,Ellington Financial Inc.,Finance,Real Estate,NYSE
EFII,"Electronics for Imaging, Inc.",Technology,Computer Communications Equipment,NASDAQ
EFOI,"Energy Focus, Inc.",Consumer Durables,Building Products,NASDAQ
EFSC,Enterprise Financial Services Corporation,Finance,Major Banks,NASDAQ
EFX,"Equifax, Inc.",Finance,Finance: Consumer Services,NYSE
EGAN,eGain Corporation,Technology,Computer Software: Prepackaged Software,NASDAQ
EGBN,"Eagle Bancorp, Inc.",Finance,Major Banks,NASDAQ
EGHT,8x8 Inc,Technology,EDP Services,NASDAQ
EGHT,8x8 Inc,Technology,EDP Services,NYSE
EGI,Entree Resources Ltd.,Basic Industries,Precious Metals,AMEX
EGLE,Eagle Bulk Shipping Inc.,Transportation,Marine Transportation,NASDAQ
EGO,Eldorado Gold Corporation,Basic Industries,Precious Metals,NYSE
EGOV,NIC Inc.,Miscellaneous,Business Services,NASDAQ
EGP,"EastGroup Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
EGRX,"Eagle Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
EGY,"VAALCO Energy, Inc. ",Energy,Oil & Gas Production,NYSE
EHC,Encompass Health Corporation,Health Care,Hospital/Nursing Management,NYSE
EHTH,"eHealth, Inc.",Finance,Specialty Insurers,NASDAQ
EIDX,"Eidos Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
EIG,Employers Holdings Inc,Finance,Property-Casualty Insurers,NYSE
EIGI,"Endurance International Group Holdings, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
EIGR,"Eiger BioPharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
EIX,Edison International,Public Utilities,Electric Utilities: Central,NYSE
EKSO,"Ekso Bionics Holdings, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ
EL,"Estee Lauder Companies, Inc. (The)",Consumer Non-Durables,Package Goods/Cosmetics,NYSE
ELAN,Elanco Animal Health Incorporated,Health Care,Major Pharmaceuticals,NYSE
ELC,"Entergy Louisiana, Inc.",Public Utilities,Electric Utilities: Central,NYSE
ELF,"e.l.f. Beauty, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,NYSE
ELGX,"Endologix, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
ELJ,"Entergy Louisiana, Inc.",Public Utilities,Electric Utilities: Central,NYSE
ELLO,Ellomay Capital Ltd.,Public Utilities,Electric Utilities: Central,AMEX
ELMD,"Electromed, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,AMEX
ELOX,"Eloxx Pharmaceuticals, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
ELP,Companhia Paranaense de Energia (COPEL),Public Utilities,Electric Utilities: Central,NYSE
ELS,"Equity Lifestyle Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
ELSE,"Electro-Sensors, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ
ELTK,Eltek Ltd.,Technology,Electrical Products,NASDAQ
ELU,"Entergy Louisiana, Inc.",Public Utilities,Electric Utilities: Central,NYSE
ELVT,"Elevate Credit, Inc.",Finance,Finance: Consumer Services,NYSE
ELY,Callaway Golf Company,Consumer Non-Durables,Recreational Products/Toys,NYSE
EMAN,eMagin Corporation,Technology,Semiconductors,AMEX
EMCF,Emclaire Financial Corp,Finance,Major Banks,NASDAQ
EMCI,EMC Insurance Group Inc.,Finance,Property-Casualty Insurers,NASDAQ
EME,"EMCOR Group, Inc.",Capital Goods,Engineering & Construction,NYSE
EMKR,EMCORE Corporation,Technology,Semiconductors,NASDAQ
EML,Eastern Company (The),Capital Goods,Industrial Machinery/Components,NASDAQ
EMMS,Emmis Communications Corporation,Consumer Services,Broadcasting,NASDAQ
EMN,Eastman Chemical Company,Basic Industries,Major Chemicals,NYSE
EMP,"Entergy Mississippi, LLC",Public Utilities,Electric Utilities: Central,NYSE
EMR,Emerson Electric Company,Energy,Consumer Electronics/Appliances,NYSE
EMX,EMX Royalty Corporation,Basic Industries,Precious Metals,AMEX
ENB,Enbridge Inc,Energy,Natural Gas Distribution,NYSE
ENBA,Enbridge Inc,Energy,Natural Gas Distribution,NYSE
ENBL,"Enable Midstream Partners, LP",Public Utilities,Natural Gas Distribution,NYSE
ENDP,Endo International plc,Health Care,Major Pharmaceuticals,NASDAQ
ENFC,Entegra Financial Corp.,Finance,Banks,NASDAQ
ENG,ENGlobal Corporation,Consumer Services,Military/Government/Technical,NASDAQ
ENIA,Enel Americas S.A.,Public Utilities,Electric Utilities: Central,NYSE
ENIC,Enel Chile S.A.,Public Utilities,Electric Utilities: Central,NYSE
ENJ,"Entergy New Orleans, LLC",Public Utilities,Power Generation,NYSE
ENLC,"EnLink Midstream, LLC",Public Utilities,Natural Gas Distribution,NYSE
ENLV,Enlivex Therapeutics Ltd.,Health Care,Major Pharmaceuticals,NASDAQ
ENO,"Entergy New Orleans, LLC",Public Utilities,Power Generation,NYSE
ENOB,"Enochian Biosciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ENPH,"Enphase Energy, Inc.",Technology,Semiconductors,NASDAQ
ENR,"Energizer Holdings, Inc.",Miscellaneous,Industrial Machinery/Components,NYSE
ENS,Enersys,Consumer Non-Durables,Telecommunications Equipment,NYSE
ENSG,"The Ensign Group, Inc.",Health Care,Hospital/Nursing Management,NASDAQ
ENSV,ENSERVCO Corporation,Energy,Oilfield Services/Equipment,AMEX
ENT,Global Eagle Entertainment Inc.,Consumer Services,Telecommunications Equipment,NASDAQ
ENTA,"Enanta Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ENTG,"Entegris, Inc.",Consumer Non-Durables,Plastic Products,NASDAQ
ENTX,Entera Bio Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ENTXW,Entera Bio Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ENV,"Envestnet, Inc",Miscellaneous,Business Services,NYSE
ENVA,"Enova International, Inc.",Finance,Finance: Consumer Services,NYSE
ENZ,"Enzo Biochem, Inc.",Health Care,Medical Specialities,NYSE
EOG,"EOG Resources, Inc.",Energy,Oil & Gas Production,NYSE
EOLS,"Evolus, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
EP^C,El Paso Corporation,Public Utilities,Natural Gas Distribution,NYSE
EPAM,"EPAM Systems, Inc.",Technology,EDP Services,NYSE
EPAY,"Bottomline Technologies, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
EPC,"Energizer Holdings, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,NYSE
EPD,Enterprise Products Partners L.P.,Public Utilities,Natural Gas Distribution,NYSE
EPIX,ESSA Pharma Inc.,Health Care,Major Pharmaceuticals,NASDAQ
EPM,"Evolution Petroleum Corporation, Inc.",Energy,Oil & Gas Production,AMEX
EPR,EPR Properties,Consumer Services,Real Estate Investment Trusts,NYSE
EPRT,"Essential Properties Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
EPSN,Epsilon Energy Ltd.,Energy,Oil & Gas Production,NASDAQ
EPZM,"Epizyme, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
EQ,"Equillium, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
EQBK,"Equity Bancshares, Inc.",Finance,Major Banks,NASDAQ
EQC,Equity Commonwealth,Consumer Services,Real Estate Investment Trusts,NYSE
EQH,"AXA Equitable Holdings, Inc.",Finance,Specialty Insurers,NYSE
EQIX,"Equinix, Inc.",Consumer Services,Real Estate Investment Trusts,NASDAQ
EQM,"EQM Midstream Partners, LP",Public Utilities,Natural Gas Distribution,NYSE
EQNR,Equinor ASA,Energy,Integrated oil Companies,NYSE
EQR,Equity Residential,Consumer Services,Real Estate Investment Trusts,NYSE
EQT,EQT Corporation,Energy,Oil & Gas Production,NYSE
ERA,"Era Group, Inc.",Transportation,Transportation Services,NYSE
ERF,Enerplus Corporation,Energy,Oil & Gas Production,NYSE
ERI,"Eldorado Resorts, Inc.",Consumer Services,Hotels/Resorts,NASDAQ
ERIC,Ericsson,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
ERIE,Erie Indemnity Company,Finance,Specialty Insurers,NASDAQ
ERII,"Energy Recovery, Inc.",Technology,Industrial Machinery/Components,NASDAQ
ERJ,Embraer S.A.,Capital Goods,Aerospace,NYSE
EROS,Eros International PLC,Consumer Services,Movies/Entertainment,NYSE
ERYP,Erytech Pharma S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
ES,Eversource Energy,Public Utilities,Electric Utilities: Central,NYSE
ESBK,Elmira Savings Bank NY (The),Finance,Major Banks,NASDAQ
ESCA,"Escalade, Incorporated",Consumer Non-Durables,Recreational Products/Toys,NASDAQ
ESE,ESCO Technologies Inc.,Capital Goods,Telecommunications Equipment,NYSE
ESEA,Euroseas Ltd.,Transportation,Marine Transportation,NASDAQ
ESGR,Enstar Group Limited,Finance,Property-Casualty Insurers,NASDAQ
ESGRO,Enstar Group Limited,Finance,Property-Casualty Insurers,NASDAQ
ESGRP,Enstar Group Limited,Finance,Property-Casualty Insurers,NASDAQ
ESI,Element Solutions Inc.,Basic Industries,Major Chemicals,NYSE
ESLT,Elbit Systems Ltd.,Capital Goods,Military/Government/Technical,NASDAQ
ESNT,Essent Group Ltd.,Finance,Property-Casualty Insurers,NYSE
ESP,Espey Mfg. & Electronics Corp.,Capital Goods,Industrial Machinery/Components,AMEX
ESPR,"Esperion Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ESQ,"Esquire Financial Holdings, Inc.",Finance,Commercial Banks,NASDAQ
ESRT,"Empire State Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
ESS,"Essex Property Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
ESSA,"ESSA Bancorp, Inc.",Finance,Banks,NASDAQ
ESTA,Establishment Labs Holdings Inc.,Health Care,Industrial Specialties,NASDAQ
ESTC,Elastic N.V.,Technology,Computer Software: Prepackaged Software,NYSE
ESTE,"Earthstone Energy, Inc.",Energy,Oil & Gas Production,NYSE
ESTR,"Estre Ambiental, Inc.",Public Utilities,Environmental Services,NASDAQ
ESTRW,"Estre Ambiental, Inc.",Public Utilities,Environmental Services,NASDAQ
ESV,Ensco Rowan plc,Energy,Oil & Gas Production,NYSE
ESXB,Community Bankers Trust Corporation.,Finance,Major Banks,NASDAQ
ET,Energy Transfer L.P.,Public Utilities,Natural Gas Distribution,NYSE
ETFC,E*TRADE Financial Corporation,Finance,Savings Institutions,NASDAQ
ETH,Ethan Allen Interiors Inc.,Consumer Durables,Home Furnishings,NYSE
ETM,Entercom Communications Corp.,Consumer Services,Broadcasting,NYSE
ETN,"Eaton Corporation, PLC",Technology,Industrial Machinery/Components,NYSE
ETON,"Eton Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ETR,Entergy Corporation,Public Utilities,Electric Utilities: Central,NYSE
ETRN,Equitrans Midstream Corporation,Public Utilities,Natural Gas Distribution,NYSE
ETSY,"Etsy, Inc.",Miscellaneous,Business Services,NASDAQ
ETTX,Entasis Therapeutics Holdings Inc.,Health Care,Major Pharmaceuticals,NASDAQ
EURN,Euronav NV,Transportation,Marine Transportation,NYSE
EV,Eaton Vance Corporation,Finance,Investment Managers,NYSE
EVA,"Enviva Partners, LP",Basic Industries,Forest Products,NYSE
EVBG,"Everbridge, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
EVBN,"Evans Bancorp, Inc.",Finance,Major Banks,AMEX
EVC,Entravision Communications Corporation,Consumer Services,Broadcasting,NYSE
EVER,"EverQuote, Inc.",Technology,"Computer Software: Programming, Data Processing",NASDAQ
EVFM,"Evofem Biosciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
EVGN,Evogene Ltd.,Basic Industries,Agricultural Chemicals,NASDAQ
EVH,"Evolent Health, Inc",Consumer Services,Other Consumer Services,NYSE
EVI,"EVI Industries, Inc.",Consumer Services,Other Consumer Services,AMEX
EVK,"Ever-Glory International Group, Inc.",Consumer Non-Durables,Apparel,NASDAQ
EVLO,"Evelo Biosciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
EVLV,EVINE Live Inc.,Consumer Services,Catalog/Specialty Distribution,NASDAQ
EVOK,"Evoke Pharma, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
EVOL,"Evolving Systems, Inc.",Technology,EDP Services,NASDAQ
EVOP,"EVO Payments, Inc.",Miscellaneous,Business Services,NASDAQ
EVR,Evercore Inc.,Finance,Investment Managers,NYSE
EVRG,"Evergy, Inc.",Public Utilities,Power Generation,NYSE
EVRI,Everi Holdings Inc.,Consumer Services,Services-Misc. Amusement & Recreation,NYSE
EVSI,"Envision Solar International, Inc.",Technology,Semiconductors,NASDAQ
EVSIW,"Envision Solar International, Inc.",Technology,Semiconductors,NASDAQ
EVTC,"Evertec, Inc.",Technology,EDP Services,NYSE
EW,Edwards Lifesciences Corporation,Health Care,Industrial Specialties,NYSE
EWBC,"East West Bancorp, Inc.",Finance,Major Banks,NASDAQ
EXAS,Exact Sciences Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
EXC,Exelon Corporation,Public Utilities,Power Generation,NYSE
EXEL,"Exelixis, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
EXFO,EXFO Inc,Capital Goods,Electrical Products,NASDAQ
EXK,Endeavour Silver Corporation,Basic Industries,Precious Metals,NYSE
EXLS,"ExlService Holdings, Inc.",Miscellaneous,Business Services,NASDAQ
EXP,Eagle Materials Inc,Capital Goods,Building Materials,NYSE
EXPD,"Expeditors International of Washington, Inc.",Transportation,Oil Refining/Marketing,NASDAQ
EXPE,"Expedia Group, Inc.",Consumer Services,Transportation Services,NASDAQ
EXPI,"eXp World Holdings, Inc.",Finance,Real Estate,NASDAQ
EXPO,"Exponent, Inc.",Consumer Services,Professional Services,NASDAQ
EXPR,"Express, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
EXR,Extra Space Storage Inc,Consumer Services,Real Estate Investment Trusts,NYSE
EXTN,Exterran Corporation,Technology,Diversified Commercial Services,NYSE
EXTR,"Extreme Networks, Inc.",Technology,Computer Communications Equipment,NASDAQ
EYE,"National Vision Holdings, Inc.",Health Care,Ophthalmic Goods,NASDAQ
EYEG,"Eyegate Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
EYEGW,"Eyegate Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
EYEN,"Eyenovia, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
EYES,"Second Sight Medical Products, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
EYESW,"Second Sight Medical Products, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
EYPT,"EyePoint Pharmaceuticals, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
EZPW,"EZCORP, Inc.",Consumer Services,Other Specialty Stores,NASDAQ
EZT,Entergy Texas Inc,Public Utilities,Electric Utilities: Central,NYSE
F,Ford Motor Company,Capital Goods,Auto Manufacturing,NYSE
FAF,First American Corporation (The),Finance,Specialty Insurers,NYSE
FAMI,"FARMMI, INC.",Consumer Non-Durables,Packaged Foods,NASDAQ
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas Production,NASDAQ
FANH,Fanhua Inc.,Finance,Specialty Insurers,NASDAQ
FARM,Farmer Brothers Company,Consumer Non-Durables,Packaged Foods,NASDAQ
FARO,"FARO Technologies, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ
FAST,Fastenal Company,Consumer Services,RETAIL: Building Materials,NASDAQ
FAT,FAT Brands Inc.,Consumer Services,Restaurants,NASDAQ
FATE,"Fate Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
FB,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing",NASDAQ
FBC,"Flagstar Bancorp, Inc.",Finance,Savings Institutions,NYSE
FBHS,"Fortune Brands Home & Security, Inc.",Basic Industries,Homebuilding,NYSE
FBIO,"Fortress Biotech, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
FBIOP,"Fortress Biotech, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
FBIZ,"First Business Financial Services, Inc.",Finance,Major Banks,NASDAQ
FBK,FB Financial Corporation,Finance,Major Banks,NYSE
FBM,"Foundation Building Materials, Inc.",Consumer Services,RETAIL: Building Materials,NYSE
FBMS,"The First Bancshares, Inc.",Finance,Major Banks,NASDAQ
FBNC,First Bancorp,Finance,Major Banks,NASDAQ
FBP,First BanCorp.,Finance,Major Banks,NYSE
FBSS,"Fauquier Bankshares, Inc.",Finance,Major Banks,NASDAQ
FC,Franklin Covey Company,Consumer Services,Other Consumer Services,NYSE
FCAP,"First Capital, Inc.",Finance,Savings Institutions,NASDAQ
FCAU,Fiat Chrysler Automobiles N.V.,Capital Goods,Auto Manufacturing,NYSE
FCBC,"First Community Bankshares, Inc.",Finance,Major Banks,NASDAQ
FCBP,First Choice Bancorp,Finance,Major Banks,NASDAQ
FCCO,First Community Corporation,Finance,Major Banks,NASDAQ
FCCY,1st Constitution Bancorp (NJ),Finance,Savings Institutions,NASDAQ
FCEL,"FuelCell Energy, Inc.",Miscellaneous,Industrial Machinery/Components,NASDAQ
FCF,First Commonwealth Financial Corporation,Finance,Major Banks,NYSE
FCFS,"FirstCash, Inc.",Consumer Services,Other Specialty Stores,NASDAQ
FCN,"FTI Consulting, Inc.",Consumer Services,Professional Services,NYSE
FCNCA,"First Citizens BancShares, Inc.",Finance,Major Banks,NASDAQ
FCPT,"Four Corners Property Trust, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
FCSC,Fibrocell Science Inc.,Health Care,Major Pharmaceuticals,NASDAQ
FCX,"Freeport-McMoran, Inc.",Basic Industries,Precious Metals,NYSE
FDBC,"Fidelity D & D Bancorp, Inc.",Finance,Major Banks,NASDAQ
FDC,First Data Corporation,Miscellaneous,Business Services,NYSE
FDEF,First Defiance Financial Corp.,Finance,Savings Institutions,NASDAQ
FDP,"Fresh Del Monte Produce, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,NYSE
FDS,FactSet Research Systems Inc.,Technology,"Computer Software: Programming, Data Processing",NYSE
FDX,FedEx Corporation,Transportation,Air Freight/Delivery Services,NYSE
FE,FirstEnergy Corp.,Public Utilities,Electric Utilities: Central,NYSE
FEDU,Four Seasons Education (Cayman) Inc.,Consumer Services,Other Consumer Services,NYSE
FEIM,"Frequency Electronics, Inc.",Capital Goods,Electrical Products,NASDAQ
FELE,"Franklin Electric Co., Inc.",Consumer Durables,Metal Fabrications,NASDAQ
FELP,Foresight Energy LP,Energy,Coal Mining,NYSE
FENC,Fennec Pharmaceuticals Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
FENG,Phoenix New Media Limited,Consumer Services,Broadcasting,NYSE
FET,"Forum Energy Technologies, Inc.",Energy,Metal Fabrications,NYSE
FEYE,"FireEye, Inc.",Technology,Computer peripheral equipment,NASDAQ
FF,FutureFuel Corp.,Basic Industries,Major Chemicals,NYSE
FFBC,First Financial Bancorp.,Finance,Major Banks,NASDAQ
FFBW,"FFBW, Inc.",Finance,Savings Institutions,NASDAQ
FFG,"FBL Financial Group, Inc.",Finance,Life Insurance,NYSE
FFHL,"Fuwei Films (Holdings) Co., Ltd.",Capital Goods,Specialty Chemicals,NASDAQ
